,amino,ugi,quin,benzo
P1,1.2035981373969218,1.0560530355495392,0.9433807064080116,0.611775642220047
P1_prime,0.6590567036256851,0.45842686301464414,0.501177855900336,0.4690027950825378
P2,2.806940129902916,2.553648991925461,2.3544970841844814,2.6301786228722452
P3_4_5,1.9319817719848706,1.7407227831544736,1.545876562595039,1.654773432999047
